event_id,user_id,event_type,event_ts
706,56,add_to_cart,2025-06-02 19:36:00
707,154,click,2025-12-23 18:12:00
708,28,view,2025-06-22 16:37:00
709,57,click,2025-02-14 03:03:00
710,57,view,2025-03-14 06:30:00
711,57,click,2025-02-25 14:37:00
712,135,view,2025-06-07 07:58:00
713,183,click,2025-05-16 10:43:00
714,183,view,2025-11-10 17:18:00
715,149,view,2025-11-21 21:26:00
716,41,view,2025-03-19 07:39:00
717,193,click,2025-12-09 17:11:00
718,109,add_to_cart,2025-08-12 17:27:00
719,110,view,2025-05-13 05:55:00
720,141,checkout,2025-06-15 04:33:00
721,154,checkout,2025-06-26 15:42:00
722,191,view,2025-03-29 06:39:00
723,117,click,2025-11-14 05:56:00
724,123,view,2025-02-05 01:42:00
725,150,view,2025-02-24 00:12:00
726,52,click,2025-05-02 04:52:00
727,62,view,2025-03-20 09:13:00
728,126,checkout,2025-02-21 09:41:00
729,13,checkout,2025-06-07 12:28:00
730,65,add_to_cart,2025-06-05 08:00:00
731,144,click,2025-03-14 10:30:00
732,196,click,2025-10-26 08:51:00
733,104,purchase,2025-11-19 05:59:00
734,80,view,2025-09-26 11:54:00
735,89,view,2025-07-23 07:40:00
736,138,click,2025-12-10 15:16:00
737,109,view,2025-05-27 15:59:00
738,5,view,2025-06-21 21:57:00
739,108,view,2025-02-05 23:20:00
740,81,click,2025-09-22 13:47:00
741,141,view,2025-03-03 12:34:00
742,176,view,2025-09-08 13:30:00
743,193,view,2025-10-17 04:49:00
744,123,view,2025-04-13 15:00:00
745,73,checkout,2025-08-21 23:10:00
746,89,view,2025-05-12 04:22:00
747,36,click,2025-06-12 10:41:00
748,188,add_to_cart,2025-07-25 20:14:00
749,170,view,2025-04-24 07:50:00
750,171,add_to_cart,2025-10-21 21:31:00
751,66,click,2025-06-11 05:27:00
752,65,click,2025-07-03 09:33:00
753,172,view,2025-10-27 20:21:00
754,109,view,2025-04-17 03:42:00
755,141,purchase,2025-06-30 05:50:00
756,98,add_to_cart,2025-12-25 20:14:00
757,89,purchase,2025-06-12 21:48:00
758,127,checkout,2025-03-11 03:23:00
759,163,view,2025-05-05 20:37:00
760,67,add_to_cart,2025-12-13 10:38:00
761,162,click,2025-10-09 12:19:00
762,49,add_to_cart,2025-10-25 23:38:00
763,81,view,2025-04-25 16:15:00
764,183,view,2025-11-04 20:02:00
765,191,add_to_cart,2025-06-10 19:21:00
766,185,add_to_cart,2025-10-21 07:44:00
767,64,click,2025-11-18 16:37:00
768,169,view,2025-04-10 16:42:00
769,188,view,2025-12-07 16:52:00
770,196,purchase,2025-08-28 18:03:00
771,5,view,2025-09-30 04:36:00
772,149,view,2025-10-08 17:27:00
773,200,click,2025-03-28 14:06:00
774,153,view,2025-10-05 01:49:00
775,47,click,2025-04-12 06:26:00
776,153,view,2025-05-01 14:47:00
777,22,add_to_cart,2025-03-11 11:06:00
778,97,checkout,2025-04-01 18:27:00
779,126,purchase,2025-12-21 01:04:00
780,92,click,2025-05-20 06:44:00
781,140,view,2025-06-08 17:07:00
782,49,click,2025-07-09 08:22:00
783,122,add_to_cart,2025-09-24 06:28:00
784,129,click,2025-08-09 08:20:00
785,127,click,2025-07-27 22:16:00
786,58,add_to_cart,2025-11-04 04:38:00
787,62,click,2025-07-14 15:52:00
788,52,add_to_cart,2025-10-12 18:45:00
789,93,view,2025-11-28 14:17:00
790,118,click,2025-09-12 03:06:00
791,73,click,2025-02-12 15:44:00
792,82,view,2025-04-28 22:50:00
793,58,checkout,2025-08-23 20:32:00
794,44,click,2025-07-09 00:44:00
795,132,view,2025-05-05 23:20:00
796,164,add_to_cart,2025-05-22 16:39:00
797,59,click,2025-02-26 20:36:00
798,173,add_to_cart,2025-04-19 12:37:00
799,115,view,2025-10-17 07:36:00
800,34,checkout,2025-02-04 09:08:00
801,74,view,2025-11-04 03:42:00
802,2,click,2025-05-24 00:32:00
803,8,view,2025-10-25 14:24:00
804,68,click,2025-04-26 12:26:00
805,91,click,2025-11-01 11:54:00
806,160,click,2025-08-08 17:27:00
807,27,click,2025-11-08 23:28:00
808,168,add_to_cart,2025-02-21 13:25:00
809,47,click,2025-10-22 03:35:00
810,28,view,2025-05-01 06:30:00
811,140,purchase,2025-05-30 10:02:00
812,155,click,2025-02-15 18:34:00
813,121,purchase,2025-12-12 20:08:00
814,24,purchase,2025-08-31 16:01:00
815,24,checkout,2025-12-21 16:53:00
816,79,add_to_cart,2025-08-07 12:03:00
817,91,click,2025-03-25 04:50:00
818,200,view,2025-05-23 08:50:00
819,58,click,2025-06-26 03:54:00
820,39,add_to_cart,2025-03-21 14:53:00
821,190,click,2025-12-05 09:32:00
822,31,checkout,2025-12-14 02:43:00
823,6,view,2025-08-05 22:52:00
824,85,view,2025-08-12 20:23:00
825,81,click,2025-09-21 03:39:00
826,124,view,2025-09-13 02:34:00
827,176,view,2025-02-21 16:20:00
828,187,view,2025-07-26 08:16:00
829,58,add_to_cart,2025-10-15 10:47:00
830,197,click,2025-10-25 03:44:00
831,127,view,2025-08-16 16:38:00
832,14,view,2025-11-23 19:19:00
833,188,click,2025-08-13 10:43:00
834,28,view,2025-06-07 07:04:00
835,118,click,2025-06-27 01:52:00
836,159,add_to_cart,2025-09-16 17:00:00
837,50,view,2025-11-20 12:55:00
838,55,click,2025-04-17 20:42:00
839,96,view,2025-05-08 20:27:00
840,177,view,2025-09-04 02:41:00
841,45,checkout,2025-10-10 23:28:00
842,133,click,2025-06-12 17:18:00
843,91,checkout,2025-09-01 05:58:00
844,23,view,2025-02-03 05:42:00
845,143,view,2025-05-08 06:38:00
846,167,click,2025-12-13 07:46:00
847,116,click,2025-08-10 05:49:00
848,36,purchase,2025-11-14 14:03:00
849,32,view,2025-04-13 19:47:00
850,85,checkout,2025-05-07 23:25:00
851,102,checkout,2025-12-19 17:27:00
852,111,click,2025-12-27 06:14:00
853,49,view,2025-11-17 08:37:00
854,101,click,2025-05-16 15:39:00
855,60,view,2025-10-23 11:30:00
856,138,add_to_cart,2025-07-02 10:02:00
857,160,click,2025-11-06 11:55:00
858,131,checkout,2025-11-08 21:58:00
859,1,click,2025-06-24 12:06:00
860,199,click,2025-05-12 12:24:00
861,5,click,2025-12-19 16:49:00
862,200,click,2025-06-29 16:16:00
863,7,checkout,2025-06-23 10:49:00
864,104,view,2025-09-08 15:27:00
865,22,purchase,2025-12-07 02:24:00
866,20,add_to_cart,2025-03-16 01:18:00
867,137,checkout,2025-12-22 21:00:00
868,146,click,2025-06-20 09:00:00
869,24,add_to_cart,2025-02-09 10:42:00
870,196,view,2025-05-14 02:31:00
871,65,add_to_cart,2025-07-03 14:57:00
872,64,view,2025-09-12 08:03:00
873,60,view,2025-08-06 21:36:00
874,93,view,2025-03-17 20:52:00
875,36,view,2025-07-12 02:48:00
876,85,view,2025-04-18 19:13:00
877,42,add_to_cart,2025-04-30 22:48:00
878,11,view,2025-09-23 18:05:00
879,74,add_to_cart,2025-10-24 02:01:00
880,135,view,2025-03-24 13:17:00
881,153,add_to_cart,2025-08-18 18:48:00
882,71,add_to_cart,2025-06-20 06:23:00
883,65,view,2025-05-23 02:22:00
884,158,click,2025-09-24 06:00:00
885,137,checkout,2025-04-24 02:43:00
886,167,add_to_cart,2025-10-11 14:30:00
887,182,view,2025-06-13 05:55:00
888,165,click,2025-03-04 07:27:00
889,188,add_to_cart,2025-10-20 10:36:00
890,84,view,2025-11-09 03:48:00
891,79,add_to_cart,2025-08-05 19:30:00
892,65,view,2025-09-27 21:51:00
893,48,add_to_cart,2025-03-21 16:37:00
894,150,view,2025-05-23 23:12:00
895,143,view,2025-05-27 11:11:00
896,161,purchase,2025-10-11 01:19:00
897,34,checkout,2025-05-28 04:08:00
898,99,checkout,2025-09-29 08:07:00
899,45,purchase,2025-05-13 06:12:00
900,179,view,2025-08-18 07:03:00
901,54,view,2025-04-11 05:40:00
902,29,view,2025-08-04 07:10:00
903,114,click,2025-02-27 16:05:00
904,176,view,2025-10-01 10:51:00
905,184,purchase,2025-02-10 14:29:00
906,20,view,2025-12-27 18:08:00
907,66,view,2025-11-04 20:36:00
908,31,view,2025-08-10 22:08:00
909,62,view,2025-11-28 03:51:00
910,107,view,2025-10-25 21:02:00
911,57,click,2025-03-20 02:47:00
912,14,view,2025-10-04 14:38:00
913,103,click,2025-06-05 12:13:00
914,11,checkout,2025-11-10 10:00:00
915,46,click,2025-11-13 01:21:00
916,1,click,2025-12-12 23:50:00
917,18,view,2025-06-29 19:47:00
918,88,view,2025-04-05 17:13:00
919,171,view,2025-03-14 06:36:00
920,155,purchase,2025-03-27 14:26:00
921,20,click,2025-12-25 07:04:00
922,7,view,2025-08-13 11:54:00
923,68,click,2025-05-28 02:15:00
924,131,add_to_cart,2025-06-29 06:25:00
925,150,click,2025-03-30 01:13:00
926,165,click,2025-08-08 08:07:00
927,69,checkout,2025-06-21 11:18:00
928,34,click,2025-10-22 08:29:00
929,6,click,2025-02-07 23:34:00
930,30,view,2025-12-05 11:10:00
931,14,view,2025-02-21 00:25:00
932,173,purchase,2025-06-18 17:56:00
933,54,click,2025-05-24 09:46:00
934,165,view,2025-09-25 22:01:00
935,111,click,2025-09-06 05:03:00
936,108,view,2025-04-06 22:38:00
937,91,add_to_cart,2025-07-12 22:33:00
938,164,view,2025-07-27 09:39:00
939,9,add_to_cart,2025-07-04 01:56:00
940,19,click,2025-02-08 04:41:00
941,85,view,2025-03-31 18:34:00
942,79,view,2025-07-17 05:42:00
943,110,add_to_cart,2025-04-27 22:51:00
944,148,view,2025-07-30 23:03:00
945,118,view,2025-03-27 00:16:00
946,52,add_to_cart,2025-10-01 16:43:00
947,66,view,2025-04-04 04:31:00
948,151,view,2025-09-03 07:55:00
949,41,view,2025-11-04 02:01:00
950,101,checkout,2025-05-30 06:30:00
951,108,view,2025-03-19 00:40:00
952,151,view,2025-02-02 21:23:00
953,143,view,2025-05-30 23:35:00
954,93,view,2025-03-11 02:38:00
955,62,view,2025-11-19 00:12:00
956,74,view,2025-12-19 02:38:00
957,83,view,2025-12-21 14:35:00
958,44,view,2025-12-02 08:52:00
959,126,checkout,2025-08-13 14:46:00
960,42,view,2025-05-19 06:44:00
961,130,view,2025-06-28 08:40:00
962,151,checkout,2025-04-27 10:06:00
963,193,checkout,2025-11-05 06:43:00
964,24,click,2025-06-25 00:25:00
965,152,view,2025-06-08 02:11:00
966,18,view,2025-09-16 16:19:00
967,68,view,2025-06-04 08:25:00
968,36,view,2025-05-29 18:04:00
969,33,view,2025-04-17 00:21:00
970,36,click,2025-02-23 04:58:00
971,9,view,2025-02-13 12:47:00
972,165,click,2025-06-13 22:08:00
973,13,view,2025-12-26 10:34:00
974,80,view,2025-04-27 23:51:00
975,140,add_to_cart,2025-08-31 13:15:00
976,199,checkout,2025-05-19 05:26:00
977,171,view,2025-05-11 21:26:00
978,28,click,2025-03-26 18:37:00
979,198,view,2025-08-05 22:19:00
980,131,view,2025-09-06 10:00:00
981,36,add_to_cart,2025-05-27 13:35:00
982,90,view,2025-07-24 18:55:00
983,184,view,2025-07-08 03:10:00
984,79,click,2025-05-01 09:14:00
985,37,view,2025-09-17 06:24:00
986,176,view,2025-08-02 18:35:00
987,191,view,2025-02-22 17:33:00
988,196,purchase,2025-07-13 14:14:00
989,192,click,2025-06-09 11:53:00
990,175,view,2025-10-21 16:07:00
991,91,view,2025-05-13 04:26:00
992,39,click,2025-12-13 11:23:00
993,124,view,2025-08-22 22:48:00
994,45,click,2025-03-16 02:54:00
995,95,add_to_cart,2025-06-14 02:42:00
996,132,view,2025-11-19 16:35:00
997,190,view,2025-04-26 00:18:00
998,58,view,2025-09-21 13:59:00
999,51,view,2025-10-17 12:10:00
1000,147,view,2025-09-17 13:01:00
1001,2,checkout,2025-03-02 19:47:00
1002,114,view,2025-06-04 12:27:00
1003,150,click,2025-05-26 21:50:00
1004,111,click,2025-05-25 11:45:00
1005,77,view,2025-11-18 01:40:00
1006,166,view,2025-02-02 20:39:00
1007,75,view,2025-07-28 21:00:00
1008,143,click,2025-12-22 03:03:00
1009,93,view,2025-11-16 21:58:00
1010,6,add_to_cart,2025-08-20 03:31:00
1011,107,checkout,2025-12-27 07:42:00
1012,10,add_to_cart,2025-06-13 18:26:00
1013,187,purchase,2025-08-21 17:56:00
1014,121,add_to_cart,2025-07-30 10:38:00
1015,75,checkout,2025-02-16 14:48:00
1016,98,add_to_cart,2025-02-14 08:58:00
1017,124,add_to_cart,2025-11-23 23:15:00
1018,53,add_to_cart,2025-03-30 07:18:00
1019,58,purchase,2025-05-29 02:14:00
1020,84,click,2025-08-25 17:00:00
1021,52,click,2025-08-09 22:16:00
1022,152,click,2025-07-20 16:57:00
1023,21,checkout,2025-12-21 03:04:00
1024,166,view,2025-10-18 17:37:00
1025,70,add_to_cart,2025-12-08 18:51:00
1026,113,add_to_cart,2025-09-06 09:14:00
1027,32,purchase,2025-12-21 02:38:00
1028,78,view,2025-08-18 11:22:00
1029,151,click,2025-07-29 18:28:00
1030,55,add_to_cart,2025-10-28 00:54:00
1031,27,purchase,2025-11-14 16:58:00
1032,105,checkout,2025-02-23 12:38:00
1033,33,click,2025-11-28 11:47:00
1034,63,click,2025-09-16 23:49:00
1035,91,view,2025-11-24 05:15:00
1036,113,purchase,2025-09-25 03:28:00
1037,128,view,2025-12-03 21:11:00
1038,136,click,2025-05-02 19:17:00
1039,169,add_to_cart,2025-04-03 22:10:00
1040,14,view,2025-04-06 13:32:00
1041,73,view,2025-04-25 05:06:00
1042,1,view,2025-04-12 13:42:00
1043,2,checkout,2025-06-26 17:36:00
1044,43,click,2025-04-07 09:16:00
1045,120,view,2025-03-25 04:41:00
1046,179,click,2025-07-23 20:21:00
1047,155,view,2025-10-20 19:18:00
1048,130,checkout,2025-03-17 18:09:00
1049,156,view,2025-07-19 17:28:00
1050,35,view,2025-09-06 13:32:00
1051,168,view,2025-09-21 20:13:00
1052,179,click,2025-03-07 16:13:00
1053,20,click,2025-10-01 03:19:00
1054,94,add_to_cart,2025-02-09 20:57:00
1055,167,click,2025-04-20 04:27:00
1056,96,view,2025-05-17 08:46:00
1057,169,view,2025-11-09 11:48:00
1058,188,view,2025-04-05 07:31:00
1059,95,checkout,2025-10-17 04:57:00
1060,12,view,2025-12-24 06:12:00
1061,69,purchase,2025-12-14 18:40:00
1062,44,view,2025-05-11 23:43:00
1063,95,view,2025-03-04 14:02:00
1064,118,view,2025-04-15 06:44:00
1065,93,view,2025-10-12 17:02:00
1066,40,add_to_cart,2025-04-06 22:25:00
1067,61,click,2025-09-02 01:05:00
1068,136,view,2025-06-04 08:54:00
1069,6,click,2025-10-12 01:29:00
1070,43,click,2025-08-19 22:19:00
1071,179,purchase,2025-08-13 05:13:00
1072,20,purchase,2025-10-17 01:00:00
1073,83,click,2025-12-13 02:35:00
1074,42,add_to_cart,2025-06-01 07:26:00
1075,21,add_to_cart,2025-07-25 12:29:00
1076,85,click,2025-08-26 13:41:00
1077,105,click,2025-10-30 14:36:00
1078,36,view,2025-07-10 01:54:00
1079,16,add_to_cart,2025-06-04 14:22:00
1080,27,purchase,2025-11-07 08:14:00
1081,131,view,2025-12-12 13:20:00
1082,173,add_to_cart,2025-08-07 18:48:00
1083,37,purchase,2025-03-07 03:42:00
1084,65,view,2025-05-07 15:56:00
1085,69,click,2025-07-03 18:33:00
1086,73,checkout,2025-09-21 04:24:00
1087,49,purchase,2025-09-10 00:25:00
1088,12,view,2025-10-29 14:54:00
1089,106,view,2025-02-10 21:31:00
1090,72,click,2025-07-04 14:17:00
1091,69,view,2025-09-20 08:23:00
1092,53,view,2025-12-23 18:36:00
1093,186,view,2025-03-19 23:26:00
1094,123,view,2025-11-18 02:26:00
1095,84,click,2025-02-03 13:32:00
1096,42,click,2025-04-06 23:52:00
1097,161,click,2025-11-07 12:12:00
1098,178,add_to_cart,2025-10-18 15:06:00
1099,7,view,2025-12-19 00:11:00
1100,186,view,2025-08-18 07:32:00
1101,140,view,2025-08-23 06:27:00
1102,20,view,2025-07-27 11:42:00
1103,151,view,2025-07-19 20:44:00
1104,22,view,2025-07-20 14:23:00
1105,11,view,2025-05-08 12:45:00
1106,24,view,2025-11-09 15:00:00
1107,92,click,2025-05-29 16:27:00
1108,124,click,2025-08-21 14:06:00
1109,82,purchase,2025-09-09 20:28:00
1110,25,add_to_cart,2025-07-28 10:37:00
1111,40,click,2025-08-21 18:31:00
1112,171,view,2025-02-17 02:58:00
1113,193,click,2025-05-16 06:20:00
1114,151,view,2025-06-28 22:33:00
1115,21,view,2025-06-11 02:08:00
1116,164,view,2025-11-27 15:41:00
1117,139,view,2025-11-24 01:21:00
1118,106,view,2025-09-23 20:57:00
1119,29,click,2025-05-28 06:03:00
1120,200,add_to_cart,2025-02-17 19:33:00
1121,89,add_to_cart,2025-10-08 04:38:00
1122,9,click,2025-11-19 17:13:00
1123,42,click,2025-07-12 13:56:00
1124,81,view,2025-10-31 19:12:00
1125,13,click,2025-12-05 02:53:00
1126,65,click,2025-07-31 09:44:00
1127,94,view,2025-04-11 03:45:00
1128,190,view,2025-02-08 09:27:00
1129,18,purchase,2025-10-08 19:00:00
1130,116,click,2025-08-05 14:26:00
1131,184,click,2025-03-23 17:23:00
1132,162,click,2025-02-19 00:20:00
1133,185,view,2025-12-17 22:18:00
1134,35,click,2025-05-17 17:24:00
1135,161,view,2025-05-19 22:31:00
1136,196,view,2025-08-27 12:57:00
1137,66,click,2025-06-01 06:23:00
1138,100,view,2025-11-29 06:16:00
1139,107,add_to_cart,2025-09-13 17:02:00
1140,99,view,2025-05-30 01:44:00
1141,58,click,2025-04-29 23:45:00
1142,195,click,2025-11-11 19:23:00
1143,192,click,2025-08-15 06:31:00
1144,77,click,2025-12-01 01:25:00
1145,162,purchase,2025-05-25 21:10:00
1146,80,click,2025-02-07 22:40:00
1147,159,add_to_cart,2025-11-24 17:00:00
1148,117,click,2025-04-21 00:16:00
1149,95,view,2025-11-07 00:08:00
1150,26,view,2025-09-23 06:06:00
1151,131,view,2025-04-18 11:41:00
1152,65,view,2025-10-08 18:11:00
1153,44,view,2025-02-27 22:05:00
1154,39,view,2025-06-10 11:56:00
1155,197,click,2025-05-29 15:55:00
1156,21,view,2025-09-05 17:29:00
1157,160,add_to_cart,2025-07-27 09:23:00
1158,174,view,2025-08-22 00:17:00
1159,7,click,2025-07-08 03:34:00
1160,118,view,2025-10-03 03:01:00
1161,116,click,2025-03-25 19:48:00
1162,72,view,2025-09-26 03:46:00
1163,134,click,2025-02-17 12:11:00
1164,82,view,2025-03-01 08:05:00
1165,88,purchase,2025-09-27 19:15:00
1166,87,view,2025-03-25 05:20:00
1167,161,click,2025-10-13 03:29:00
1168,127,view,2025-03-16 19:11:00
1169,76,click,2025-03-21 09:53:00
1170,186,click,2025-12-05 17:14:00
1171,161,view,2025-03-31 12:21:00
1172,187,view,2025-11-29 11:15:00
1173,147,view,2025-05-26 21:07:00
1174,79,view,2025-10-22 03:30:00
1175,155,purchase,2025-12-08 00:20:00
1176,66,view,2025-03-11 12:24:00
1177,55,view,2025-05-21 01:18:00
1178,91,purchase,2025-08-09 12:13:00
1179,194,view,2025-11-13 14:53:00
1180,114,view,2025-04-03 18:51:00
1181,77,click,2025-04-03 15:09:00
1182,93,checkout,2025-06-02 13:36:00
1183,59,click,2025-04-09 12:15:00
1184,132,click,2025-04-30 03:21:00
1185,71,purchase,2025-03-15 20:23:00
1186,111,view,2025-11-01 13:08:00
1187,74,purchase,2025-10-21 21:56:00
1188,65,add_to_cart,2025-03-20 16:03:00
1189,195,checkout,2025-07-28 03:01:00
1190,70,view,2025-09-02 05:44:00
1191,15,view,2025-08-27 02:13:00
1192,76,click,2025-12-22 16:26:00
1193,107,click,2025-08-31 14:49:00
1194,19,click,2025-09-15 17:28:00
1195,62,checkout,2025-02-11 20:18:00
1196,34,click,2025-02-27 03:31:00
1197,101,view,2025-08-24 05:56:00
1198,145,view,2025-11-27 14:10:00
1199,194,view,2025-06-12 16:22:00
1200,78,view,2025-09-01 05:11:00
1201,173,view,2025-04-11 07:46:00
1202,43,add_to_cart,2025-07-01 13:58:00
1203,157,click,2025-10-06 22:11:00
1204,113,click,2025-09-06 16:45:00
1205,152,view,2025-03-10 16:24:00
1206,152,click,2025-11-18 02:01:00
1207,107,add_to_cart,2025-12-03 22:54:00
1208,52,checkout,2025-07-08 10:50:00
1209,106,click,2025-05-24 10:44:00
1210,166,add_to_cart,2025-07-26 08:03:00
1211,195,click,2025-10-23 10:49:00
1212,186,click,2025-06-30 07:23:00
1213,37,checkout,2025-02-10 22:40:00
1214,120,view,2025-02-24 22:55:00
1215,21,view,2025-10-26 19:39:00
1216,134,view,2025-10-18 17:35:00
1217,199,click,2025-10-13 18:30:00
1218,11,click,2025-03-14 17:10:00
1219,132,click,2025-03-29 07:45:00
1220,190,view,2025-06-11 04:59:00
1221,170,view,2025-04-18 04:21:00
1222,79,checkout,2025-06-08 15:38:00
1223,21,view,2025-08-04 07:07:00
1224,185,checkout,2025-05-04 09:55:00
1225,185,view,2025-03-13 17:58:00
1226,116,click,2025-06-13 19:51:00
1227,196,click,2025-09-27 10:52:00
1228,1,add_to_cart,2025-08-23 22:37:00
1229,124,view,2025-05-18 01:59:00
1230,8,checkout,2025-05-14 18:11:00
1231,188,click,2025-08-12 14:48:00
1232,137,click,2025-03-29 22:17:00
1233,183,click,2025-11-03 02:28:00
1234,113,view,2025-11-14 21:23:00
1235,17,click,2025-02-09 09:17:00
1236,6,view,2025-12-18 08:59:00
1237,68,view,2025-02-08 17:29:00
1238,149,click,2025-07-02 07:59:00
1239,31,click,2025-09-09 05:12:00
1240,171,view,2025-05-19 21:59:00
1241,48,view,2025-04-09 04:42:00
1242,100,view,2025-02-16 16:03:00
1243,41,view,2025-09-29 00:57:00
1244,94,click,2025-02-13 03:51:00
1245,91,view,2025-07-10 18:59:00
1246,2,checkout,2025-06-10 15:37:00
1247,114,view,2025-12-17 08:02:00
1248,158,view,2025-12-04 23:31:00
1249,188,checkout,2025-10-28 18:43:00
1250,67,view,2025-09-30 03:12:00
1251,177,view,2025-07-30 03:48:00
1252,176,purchase,2025-05-27 06:12:00
1253,198,purchase,2025-03-27 23:58:00
1254,75,click,2025-12-17 10:55:00
1255,171,view,2025-06-08 00:22:00
1256,114,click,2025-06-22 11:45:00
1257,12,purchase,2025-03-19 14:20:00
1258,55,purchase,2025-05-03 08:11:00
1259,135,view,2025-08-29 10:01:00
1260,33,view,2025-06-21 16:43:00
1261,87,view,2025-08-13 08:03:00
1262,155,view,2025-04-11 19:25:00
1263,30,click,2025-02-28 02:03:00
1264,100,view,2025-11-20 06:15:00
1265,43,view,2025-06-23 13:43:00
1266,108,view,2025-05-31 04:29:00
1267,49,click,2025-05-06 09:52:00
1268,194,view,2025-09-06 03:06:00
1269,16,view,2025-08-05 19:34:00
1270,193,view,2025-06-09 09:15:00
1271,159,purchase,2025-12-05 04:56:00
1272,172,view,2025-11-25 13:42:00
1273,171,click,2025-04-07 12:20:00
1274,38,view,2025-08-31 23:39:00
1275,187,view,2025-12-17 13:25:00
1276,119,view,2025-07-12 02:57:00
1277,193,view,2025-02-10 23:03:00
1278,176,view,2025-03-16 14:34:00
1279,116,click,2025-09-09 07:59:00
1280,75,click,2025-11-25 15:10:00
1281,24,view,2025-03-15 08:53:00
1282,21,view,2025-07-31 10:47:00
1283,78,click,2025-07-14 23:08:00
1284,163,view,2025-05-06 01:37:00
1285,102,view,2025-08-28 10:51:00
1286,97,view,2025-11-17 17:10:00
1287,49,view,2025-04-20 22:48:00
1288,113,click,2025-02-18 23:10:00
1289,128,purchase,2025-05-30 11:19:00
1290,197,purchase,2025-05-15 15:29:00
1291,146,purchase,2025-09-28 23:21:00
1292,122,view,2025-07-28 03:40:00
1293,183,view,2025-02-06 21:45:00
1294,85,view,2025-05-24 03:19:00
1295,187,view,2025-10-01 14:02:00
1296,74,view,2025-07-08 07:44:00
1297,26,view,2025-08-05 17:51:00
1298,84,click,2025-04-29 05:23:00
1299,26,view,2025-05-17 09:32:00
1300,24,view,2025-03-15 22:15:00
1301,177,click,2025-02-27 22:30:00
1302,159,view,2025-02-13 03:53:00
1303,45,checkout,2025-08-26 01:10:00
1304,168,view,2025-03-25 00:33:00
1305,14,click,2025-08-09 08:16:00
1306,57,view,2025-12-12 11:20:00
1307,142,click,2025-09-19 01:58:00
1308,61,view,2025-08-09 21:11:00
1309,147,view,2025-03-11 13:34:00
1310,175,click,2025-07-12 08:33:00
1311,14,view,2025-11-22 02:07:00
1312,5,view,2025-06-07 19:50:00
1313,189,checkout,2025-10-31 15:23:00
1314,105,view,2025-09-22 18:41:00
1315,102,click,2025-04-30 00:49:00
1316,93,click,2025-03-19 14:46:00
1317,87,view,2025-02-06 14:37:00
1318,139,click,2025-05-03 02:56:00
1319,116,view,2025-05-21 20:32:00
1320,33,click,2025-09-05 10:44:00
1321,126,view,2025-08-08 22:47:00
1322,134,view,2025-07-09 02:11:00
1323,23,view,2025-09-27 13:18:00
1324,76,checkout,2025-10-13 03:07:00
1325,159,add_to_cart,2025-09-24 10:50:00
1326,124,purchase,2025-11-24 01:06:00
1327,28,click,2025-05-30 17:08:00
1328,9,click,2025-10-30 17:06:00
1329,117,click,2025-06-19 20:23:00
1330,93,checkout,2025-04-02 18:55:00
1331,193,click,2025-03-21 02:39:00
1332,105,view,2025-03-03 04:26:00
1333,187,click,2025-12-13 08:13:00
1334,43,click,2025-03-28 21:58:00
1335,90,view,2025-11-03 15:11:00
1336,28,view,2025-10-17 13:33:00
1337,115,view,2025-06-25 22:47:00
1338,38,add_to_cart,2025-11-29 13:32:00
1339,99,view,2025-11-27 17:43:00
1340,69,add_to_cart,2025-12-03 09:33:00
1341,38,view,2025-07-14 23:21:00
1342,20,add_to_cart,2025-05-10 09:52:00
1343,103,view,2025-02-15 10:56:00
1344,190,checkout,2025-11-05 07:30:00
1345,40,click,2025-11-16 01:54:00
1346,81,view,2025-07-27 22:59:00
1347,45,view,2025-02-24 09:51:00
1348,162,view,2025-10-30 12:30:00
1349,83,view,2025-05-10 10:31:00
1350,195,click,2025-07-31 23:02:00
1351,50,purchase,2025-09-06 14:52:00
1352,17,click,2025-03-21 03:28:00
1353,117,click,2025-02-21 17:01:00
1354,131,view,2025-02-27 03:25:00
1355,199,add_to_cart,2025-12-14 11:44:00
1356,175,add_to_cart,2025-12-13 21:10:00
1357,177,view,2025-06-21 20:27:00
1358,127,purchase,2025-06-21 12:21:00
1359,72,view,2025-06-15 05:55:00
1360,86,add_to_cart,2025-05-27 16:07:00
1361,27,purchase,2025-07-30 10:58:00
1362,87,click,2025-05-29 13:55:00
1363,73,view,2025-08-23 07:59:00
1364,8,click,2025-06-06 01:09:00
1365,41,view,2025-08-27 20:59:00
1366,107,add_to_cart,2025-12-09 20:22:00
1367,74,view,2025-04-09 22:02:00
1368,199,click,2025-02-21 16:37:00
1369,96,checkout,2025-07-24 18:55:00
1370,192,view,2025-03-12 06:57:00
1371,133,view,2025-04-18 08:31:00
1372,9,click,2025-10-19 14:02:00
1373,41,view,2025-06-18 21:41:00
1374,142,view,2025-08-01 07:19:00
1375,110,view,2025-10-15 03:09:00
1376,61,view,2025-03-15 10:00:00
1377,105,click,2025-07-08 22:50:00
1378,181,click,2025-02-12 08:55:00
1379,78,view,2025-07-15 17:18:00
1380,10,click,2025-04-15 23:56:00
1381,63,view,2025-11-28 17:05:00
1382,188,view,2025-04-28 01:37:00
1383,153,click,2025-04-08 01:20:00
1384,168,view,2025-02-05 16:34:00
1385,183,click,2025-03-16 23:34:00
1386,24,checkout,2025-04-13 07:26:00
1387,57,click,2025-04-17 06:05:00
1388,12,click,2025-10-02 15:29:00
1389,1,view,2025-11-20 21:21:00
